"rest_id","phrase","pro_con","aspect_type","score"
150,"Cheese and bacon were good","+","U",1
150,"Curly fries were unevenly seasoned","+","U",1
150,"Fries were good and hot","+","U",10
150,"Hotdog is extremely cheap","+","U",5
150,"Pizza is really good","+","U",8
150,"Service was not","+","U",6
150,"The bun was soaked and mushy and gross","+","U",1
150,"The counter is a really outgoing","+","U",7
150,"The staff was rude and inattentive","+","U",1
150,"Two chicken strips were fried and dried out","+","U",9
151,"Avocado curry with tofu is delicious and spicy","+","U",8
151,"Interior is really nice, with a giant fishtank, fresh sushi bar","+","U",5
151,"Lunch specials come with a thai roll and triangle","+","U",9
151,"Mango curry was quite good","+","U",1
151,"Pieces of cali rolls were rolled","+","U",1
151,"Recommend this place for","+","U",7
151,"Thai seems to be a little bland","+","U",1
151,"Thai was awesome","+","U",10
151,"The service was almost a little too","+","U",6
151,"The sushi looks pretty solid","+","U",1
151,"This restaurant is asian or","+","U",1
151,"Waiter service is always polite","+","U",1
152,"A vodka creme sauce","+","U",1
152,"Alfredo sauce was incredible","+","U",9
152,"Buying the fresh pasta frozen","+","U",1
152,"Friendly staff and service is good","+","U",7
152,"Offering homemade food","+","U",1
152,"People are really friendly","+","U",5
152,"Shiraz was delicious","+","U",10
152,"The service is super friendly","+","U",1
152,"They looked better than they tasted -- not on the formaggio kitchen level","+","U",8
152,"They make great sandwiches and pretty good home made dishes","+","U",1
152,"They're all damn good","+","U",1
152,"This place is fantastic","+","U",6
153,"A salmon box roll","+","U",9
153,"Atmosphere is pretty loungey","+","U",1
153,"Bad service was n't limited to us, the table next to us","+","U",6
153,"Friend ordered a california roll for her order and that tasted pretty fresh","+","U",8
153,"Interiors are sleek, elegant, and modern","+","U",5
153,"It was amazing","+","U",1
153,"Red spider roll","+","U",1
153,"Seaweed salad is very savory","+","U",1
153,"Servers are extremely friendly and attentive","+","U",7
153,"Service was mediocre borderline","+","U",1
153,"Sushi was fantastic","+","U",1
153,"Their mojito was all sorts of delicious","+","U",10
154,"Angel-food cake was better with the sauce","+","U",1
154,"Cheese plate app was actually pretty good","+","U",1
154,"Clever interior decorating, the atmosphere inside manages to be both sleek","+","U",1
154,"Entrees were good","+","U",10
154,"Pan seared foie gras is to die for and they make the most perfect creme brulee","+","U",9
154,"Preparation were all amazing","+","U",1
154,"Salmon tartare on avocado was divine","+","U",1
154,"Service was attentive but not overbearing &amp; manager","+","U",6
154,"The meat was very tender","+","U",8
154,"The tables are huge","+","U",5
154,"This was a very good dining experience","+","U",7
154,"Waiter was really friendly and attentive","+","U",1
155,"Always juicy and flavorful and the whole wheat bun is always fresh","+","U",8
155,"Burger seemed fresh, not frozen","+","U",1
155,"Fries are $ 1.50 for a generous","+","U",5
155,"Fries, however, are ...well a little","+","U",10
155,"Handcut potato chips were crispy, salty, and delicious","+","U",1
155,"Meat was juicy and the toppings abundant","+","U",9
155,"Over-the-top friendly and hospitable staff make it the best place for a single","+","U",1
155,"Salmon burger was disappointing, and even more","+","U",1
155,"Service was pretty speedy and the staff very friendly","+","U",6
155,"Sweet potato fries are outstanding","+","U",1
155,"The service was helpful and fast","+","U",1
155,"This place is okay","+","U",7
156,"'ve had better guac., but it was decent","+","U",9
156,"Burritos were delicious and fresh","+","U",10
156,"Chorizo tacos are amazing","+","U",1
156,"Cute mexican themed restaurant easily turns into a loud bumbling crowd of drunk","+","U",6
156,"Duck taco with pineapple was pretty good","+","U",8
156,"Food is authentic","+","U",1
156,"Margaritas tasted like mix","+","U",1
156,"The service was a bit uneven considering it was slow which ironically is the toughest time to get good service at most","+","U",5
156,"They are flavorful and full of chucks of marinated pork","+","U",1
156,"This place is amazing","+","U",1
156,"This place is good","+","U",7
156,"Waitress did let us know our entrees were ready","+","U",1
157,"Overall this place is a good experience","+","U",1
157,"Staff is also super","+","U",9
157,"They're easy enough to order and wait for, and the staff is always so friendly and great","+","U",1
157,"This place is incredible","+","U",8
157,"This place is the ultimate independent bookstore","+","U",1
157,"This place to curl up with a book give this place a cute homey feel but otherwise totally","+","U",10
158,"Black bean veggie burger was incredible","+","U",9
158,"Creamiest grits i've ever had was served for shrimp and grits","+","U",1
158,"Drinks were also scrumptious","+","U",8
158,"Fried artichokes were out","+","U",1
158,"I ordered the potato gnocchi and it surprised","+","U",1
158,"I ordered the pulled pork with mac &amp; cheese","+","U",1
158,"Our server was super friendly","+","U",7
158,"Pork sandwich had a great","+","U",10
158,"The decor was beyond charming ... it was effortless perfection","+","U",5
158,"The music is n't loud and overbearing either ; it's a perfect mix of background tunes","+","U",1
158,"Waitress was pleasant","+","U",6
159,"American foods are he replied "" francis ford coppola and martin scorsese "", so even he's a bit","+","U",6
159,"Chef boyardee's ravioli sauce is better to dip","+","U",8
159,"Chips were stale","+","U",1
159,"Experience here was pretty much the worst food experience i've","+","U",1
159,"Food is extremely messy","+","U",1
159,"Love this place","+","U",5
159,"Poblano chicken burrito that was pretty mediocre, so here are my grievances","+","U",1
159,"Salsa bar is awesome","+","U",10
159,"Tacos are pretty good","+","U",9
159,"The staff is quick and friendly","+","U",7
159,"This place came highly recommended by a friend as a good burrito/enchilada/quesadilla kinda-fast-food, kinda-authentic mexican place","+","U",1
16,"Chicken course was delectable","+","U",1
16,"Cocktails were also delicious and the service amazing","+","U",9
16,"Fairy-tale-esque decor makes","+","U",1
16,"Food was not at all memorable","+","U",8
16,"Our reservation was for upstairs, upstairs, but they had two large and rambunctiously loud parties there when we arrived, and the already stifling atmosphere was overwhelming","+","U",6
16,"Service was a bit slow, maybe","+","U",1
16,"Soup alone was less impressive","+","U",1
16,"Soup was studded with fresh","+","U",10
16,"The atmosphere is quirky but fun","+","U",5
16,"The staff were super friendly","+","U",7
160,"Bbq pulled chicken sandwich with fries, and it was delicious","+","U",10
160,"Beer selection is sumptuous","+","U",9
160,"Creative decor ( hall of mirrors in the bathroom, gothic chairs they must've gotten at a church or something, shiny fabrics, purple walls, big manequin moss covered statue","+","U",5
160,"Decor is fun, the music can be fun","+","U",6
160,"Drinks are sooo good","+","U",8
160,"Food is pub food","+","U",1
160,"Korean hand rolls are divine","+","U",1
160,"Place is a bit too small","+","U",1
160,"The atmosphere is dark and wooden","+","U",1
160,"Veggie burgers are decent and deep fried","+","U",1
160,"Waitress was nice, the service was slow and spotty","+","U",7
161,"Actual ambiance is cute, they play chill backyard music and the bright umbrella tables were fun","+","U",1
161,"Breakfast meals are good","+","U",1
161,"Coffee was kinda lukewarm which was kinda gross","+","U",8
161,"Food was cheap","+","U",1
161,"Outdoor seating makes","+","U",5
161,"Pancakes and waffles are perfectly pillowy","+","U",1
161,"Portions are huge","+","U",9
161,"Rest of the food is delicious, and i definitely recommend the coconut french toast ( holy damn is it awesome","+","U",10
161,"Service was also fast","+","U",6
161,"Staff are always attentive","+","U",1
161,"They manage to perfect cream of wheat","+","U",1
161,"This place is awesome","+","U",7
162,"Everyone was helpful and friendly","+","U",5
162,"Experience was so bad i will never","+","U",7
162,"Food was actually pretty good","+","U",10
162,"Sauces are great for dipping","+","U",1
162,"The atmosphere is great, seating is comfortable and you can watch the chef cooking","+","U",1
162,"The chicken tikka appetizer was really terrific","+","U",9
162,"The food tasted good, and fresh","+","U",1
162,"The food was amazing","+","U",8
162,"The food was overall very good, deserving","+","U",1
162,"The service was standoffish, like they were afraid to ask us anything","+","U",1
162,"The view overlooks the square and it's very pleasant, and is the only "" prime seating","+","U",6
162,"Vegetarian appetizer plate","+","U",1
163,"Crowd was fun","+","U",9
163,"Second floor was spun as a loungy affair with good music at the prefect volume for maintaining a conversation","+","U",10
164,"Atmosphere was decent","+","U",5
164,"Burgers are also awesome","+","U",10
164,"Food is pretty","+","U",1
164,"Food tasted alright","+","U",1
164,"Fried green beans were great","+","U",8
164,"Lobster roll was just amazing","+","U",9
164,"Maybe it's best","+","U",7
164,"Our waitress was nice enough, but she was slow and her colleagues","+","U",6
164,"The music is loud","+","U",1
164,"Two rolls for $ 11 still struck me","+","U",1
164,"Wait staff has","+","U",1
165,"Agree they were pretty amazing","+","U",10
165,"Bun was satisfying","+","U",1
165,"Chicken was the same","+","U",1
165,"Flavors of the meal were fine","+","U",8
165,"Frappes are also deeeeleeeshuss","+","U",1
165,"Fries were skinny shoestring skin-on","+","U",9
165,"Own freezers i .e . everything is fresh","+","U",1
165,"The interior is super clean and shiny in all its stainless steel","+","U",5
165,"The service is friendly and quick","+","U",7
165,"This place was good","+","U",6
165,"Two pretty good salads","+","U",1
166,"Appetizer that followed consisted of a juicy and perfectly seasoned pork sausage with spicy lentils","+","U",1
166,"Flavor were the perfect complement to the spiced, robust chorizo","+","U",8
166,"General space and ambiance is very cosy and comfortable","+","U",6
166,"Meal was excellent","+","U",10
166,"Open kitchen does dominate the room","+","U",1
166,"Sea bass was delicious","+","U",9
166,"Service was very friendly, they had this adorable little waitress","+","U",1
166,"Succulent gnocchi with veggies &amp; roasted chestnuts, and lastly, a decadently rich chocolate marquise","+","U",1
166,"The waitstaff were both friendly and professional","+","U",5
166,"Thing about the cavatelli was that the pasta was definitely homemade and was extremely fresh","+","U",1
166,"This place was fabulous","+","U",7
166,"Wine list is also excellent","+","U",1
167,"Beer and wine selection is excellent","+","U",1
167,"Beer tasted flat","+","U",9
167,"Cornbread is delicious","+","U",1
167,"High celings surrounded by simple mahogany tables with a few large steins and bottles for decoration ..is","+","U",6
167,"I ate the pretzal appetizer and the potato pancakes, both of which were tasty but not blow-you-away good","+","U",1
167,"Mustard with the pretzel appetizer was excellent","+","U",8
167,"Service was pleasant and really responsive","+","U",5
167,"This place highly exceeds","+","U",7
167,"Tips were tasty","+","U",10
167,"Waiter service has been apathetic at best and sometimes bordering on rude","+","U",1
168,"3rd floor is the club and dancing, that seemed pretty crazy","+","U",1
168,"Chicken with cashew nuts was slightly better but it had more celery than chicken","+","U",9
168,"Crab rangoon, however, were finger lickin' good","+","U",10
168,"Food was god awful","+","U",1
168,"Honestly ? it was just fried and greasy ....not so great ....the spring roll tasted way","+","U",1
168,"Place is an attic ; small, dark, and intimate","+","U",5
168,"Plate was full","+","U",8
168,"The downstairs stays open","+","U",1
168,"Upstairs is the bar, downstairs is the restaurant","+","U",6
168,"Wait staff ranges from mildly disinterested in me to friendly","+","U",7
169,"Bacon was crisp.","+","U",10
169,"Chill nice people","+","U",6
169,"Drinks are pretty cheap","+","U",5
169,"Floor area is very close to the stage","+","U",1
169,"Nachos were pretty good the potato skins were actually quite vile","+","U",9
169,"Paradise is a great small venue","+","U",7
169,"Place smelled like mildew","+","U",1
169,"Proper venue is a minimalist","+","U",1
169,"The layout seems weird at first","+","U",1
169,"The pizza was pretty good","+","U",8
169,"Ticket prices are reasonable","+","U",1
17,"Buns are about as thick","+","U",8
17,"Burger tasted great","+","U",1
17,"Fries were excellent, as was the pickle","+","U",1
17,"It feels pretty dark","+","U",5
17,"Mashed potatoes were delicious too","+","U",1
17,"Regular fries are great","+","U",10
17,"Service is very helpful with health concerns","+","U",1
17,"Service was really quick","+","U",6
17,"The atmosphere inside is great","+","U",1
17,"The famous "" onion rings","+","U",1
17,"The service was pretty speedy and friendly","+","U",7
17,"They were pretty good","+","U",9
170,"Definitely recommend this place","+","U",1
170,"Had plunked our behinds on a chair, the carts began to encircle our table","+","U",1
170,"It was decent","+","U",8
170,"My friend's mom used to make us homemade turnip cake","+","U",1
170,"Shrimp rolls are a must - always crunchy","+","U",9
170,"Shrimp was good","+","U",1
170,"The food is pretty solid","+","U",1
170,"The sesame balls had the perfect rice to filling ratio","+","U",1
170,"The staff was busy, but friendly and responsive","+","U",6
170,"This place is a very nice place","+","U",5
170,"This place is on the 2nd floor ...and","+","U",7
170,"Wrapped rice was great","+","U",10
171,"Casual atmosphere just adds something extraordinary","+","U",1
171,"Elvis bathroom shrine is nothing","+","U",1
171,"Insanely cool mirror by the sinks","+","U",1
171,"Staff was super nice","+","U",1
171,"The atmosphere is "" hip","+","U",10
171,"The salon was friendly and funny, and genuinely seemed","+","U",8
171,"The scissors and began liberally","+","U",1
171,"This place is unreal on pretty","+","U",9
172,"Aspects of this place are it is a good place to watch a game","+","U",1
172,"Drinks to have","+","U",1
172,"Fried pickles were okay","+","U",1
172,"Jalapeo stuffed burger which was delicious","+","U",10
172,"Nachos and wings are disgusting","+","U",8
172,"Onion rings are pretty good","+","U",1
172,"Our waitress was great","+","U",7
172,"Salmon was really dry and tasteless","+","U",1
172,"Service was a little slow","+","U",6
172,"The bbq steak tips are pretty good","+","U",9
172,"Their service is prompt and polite","+","U",1
172,"We had a bartender give us significant attitude when she made the wrong drink","+","U",5
173,"Clams were way too salty","+","U",1
173,"Drinks were pretty good","+","U",10
173,"Food was delicious","+","U",1
173,"Homemade chips were really good ...crispy, salty and addictive","+","U",9
173,"Portion was generous","+","U",1
173,"Service seemed a little slow","+","U",7
173,"The bun was soggy","+","U",8
173,"The place feels like a dark sports bar with","+","U",1
173,"The seating is cozy and private","+","U",5
173,"Tuna tasted like it was uncle","+","U",1
173,"Wait staff is always friendly and nice","+","U",1
173,"Wait staff was very slow and food service even slower","+","U",6
174,"Decor is awesome","+","U",5
174,"French onion soup was good as well","+","U",1
174,"Great app is the crab cake","+","U",1
174,"Large wine selection and the deserts are decadent and delicious","+","U",9
174,"Raisin bread varieties were the favorites","+","U",1
174,"Service was quite attentive and very friendly, but not intrusive","+","U",7
174,"Steak sauce was tangy","+","U",10
174,"Steak was a little dry","+","U",1
174,"The crab cakes benedict and my boyfriend had the potato and bacon omelette","+","U",8
174,"The service was professional yet light","+","U",6
174,"Waitstaff was very good and attentive","+","U",1
174,"Wine list was impressive","+","U",1
175,"Atmosphere is fine and service is lightning fast, even curiously","+","U",5
175,"Chicken pho is also good","+","U",9
175,"Food is pretty darn","+","U",8
175,"Food was cheap and mighty","+","U",1
175,"Fresh vegetable soup in beef broth","+","U",1
175,"It's bland cabbage and boiled chicken salad","+","U",1
175,"Place is tasty","+","U",7
175,"Pretty bland wine and a slightly more traditional vietnamese dish that looked pretty good and tasted fine","+","U",1
175,"Rolls were quite","+","U",1
175,"Service is not the most personable but i've never had bad service even though they are almost always","+","U",6
175,"Service was fast and friendly, the decor was pleasant","+","U",1
175,"Summer rolls are overflowing with vermicelli","+","U",10
176,"Bacon was that pre-packed, fully-cooked bacon and thus was pretty disappointing","+","U",8
176,"Bagel was toasted on the outside and very fresh","+","U",10
176,"Cream cheese, onion and tomato and it's dead good","+","U",9
176,"It's a small space and always","+","U",7
176,"Service was slightly slow","+","U",6
176,"Sun dried tomato","+","U",1
176,"Tequila sunrise, the new yorker, and the turkey avocado club are also all tasty","+","U",1
176,"The ike is my personal favorite","+","U",1
176,"The staff is also so friendly and efficient","+","U",5
177,""" was genuinely friendly","+","U",1
177,"Almond macaroon was addicting","+","U",1
177,"Crisp shell and light fluffy filling is quite the indulgence","+","U",1
177,"Crust of the cannoli was not special","+","U",1
177,"Is the best cannoli i have ever eaten.","+","U",8
177,"Lobster puff was soft","+","U",9
177,"Non-italian pastries are noticeably less tasty they are still pretty good","+","U",1
177,"Stuffed in a perfectly deep fried dumpling-like wrapper ! ! ! not too sweet ! ! so crispy","+","U",10
177,"Table service is a little slow","+","U",5
177,"The friendly staff moved through the line super fast","+","U",6
177,"The service is speedy","+","U",7
178,"Barbecue chicken pizza is our favorite","+","U",10
178,"Barbecue sauce is super yummy","+","U",1
178,"Bbq chicken disgusting","+","U",1
178,"It was so dry it was dusty","+","U",1
178,"Pizza place in boston this is as good","+","U",7
178,"Pizza was awesome fresh","+","U",1
178,"Pizza was extremely doughy even though the crust was super thin","+","U",8
178,"Place is really great "" or "" wow this place is good "" or "" wow this place is okay","+","U",5
178,"Place is very small","+","U",6
178,"The toppings are good quality and pretty generous on the pizza","+","U",9
178,"Thin crust was really good - nice and crispy","+","U",1
179,"Atmosphere is very laid","+","U",5
179,"Beer selection was really good and pretty diverse","+","U",1
179,"Creamy mashed potatoes ; chopped, crispy bacon ; shredded cheese ; sliced scallions ; and topped with sour cream","+","U",9
179,"It tasted like water and olive juice","+","U",10
179,"It's pretty much like being in a small, narrow alley ....sitting in really tall and uncomfortable chairs next to the smoking staff","+","U",6
179,"Mac and cheese was a delicious stick to your bones, thick and creamy pasta dish","+","U",1
179,"Meatloaf was super juicy","+","U",8
179,"Place is great to sit at the bar and watch","+","U",1
179,"The staff is super friendly and are always hospitable","+","U",7
18,"Atmosphere is loud and festive","+","U",6
18,"Blackened chicken was subpar","+","U",9
18,"Definitely skip this place","+","U",7
18,"Food was super","+","U",1
18,"Our waitress was overall such a sweetheart, very friendly and patient","+","U",1
18,"Plantains is really delicious ( chicken","+","U",1
18,"The chips are dece","+","U",8
18,"The food is good, but pretty average","+","U",1
18,"The sauce was awesome","+","U",1
18,"The strange delicious orange sauce was yummy","+","U",10
18,"Tortilla chips are fabulous","+","U",1
18,"Waitering service for the most part is fast","+","U",5
180,"","+","U",10
181,"= service was great","+","U",5
181,"Flavors are genius","+","U",9
181,"Ice cream to frozen yogurt, but berryline is a pretty good alternative","+","U",1
181,"It's a very small space","+","U",7
181,"Love this place","+","U",6
181,"Plain was pretty sweet","+","U",8
181,"Sizes are generous","+","U",1
181,"The staff is fast, friendly, and plentiful","+","U",1
181,"The toppings were nice","+","U",1
181,"The yogurt is great and the fruit extremely fresh","+","U",10
182,"Beef tenderloin appetizer","+","U",9
182,"Casbah lounge is n't too shabby either with hookah","+","U",1
182,"Chicken was kind of dry and not very tasty","+","U",1
182,"Eggplant lamb dish","+","U",8
182,"Food was amazing","+","U",1
182,"Music is pleasantly","+","U",5
182,"Sea bass (very good ) and the short rib cous cous ( good","+","U",10
182,"The food was quite heavenly - highly recommend getting anything cooked in the tagine - your food is hot and oh so flavorful","+","U",1
182,"The service was fabulous - polite, attentive, flexible, and patient","+","U",6
182,"This place was a profound disappointment","+","U",7
182,"Wait staff is attentive and kind","+","U",1
183,"Curry was incredibly tasty","+","U",1
183,"Deco is colorful","+","U",5
183,"Eew with chicken and it was perfect","+","U",1
183,"It's the best thai soup i've ever had","+","U",1
183,"Lunch prices are great","+","U",1
183,"Seafood dishes are very good","+","U",9
183,"Setting is also great","+","U",1
183,"The decor was a bit chintzy (tiny fabric roses on little vases at each table","+","U",6
183,"The food was pretty standard - prices good, presentation good, flavors good","+","U",8
183,"The service is fast, the food is pretty good, and the service is courteous at the very least","+","U",1
183,"The service was spotty but friendly","+","U",7
183,"Tom yum soup","+","U",10
184,"Beers are brisk and crisp, with the northeast microbrews well represented ( long trail double bag and berkshire brewing steelrail","+","U",7
184,"Burger is thick and juicy","+","U",1
184,"Chicken i received was moist and delicious with a crisp flavorful skin","+","U",1
184,"Chips are amazing","+","U",1
184,"Fries are lovely","+","U",10
184,"Good music was playing","+","U",6
184,"It's all absolutely awwwwwesssssooooome","+","U",8
184,"Nice laid-back atmosphere, very cool decor and friendly bartenders","+","U",1
184,"Service was fast and polite","+","U",5
184,"The fries are fresh cut and spiced, crispy outside, soft oozy potato","+","U",1
184,"The sandwich was amazing","+","U",9
184,"The staff here is incredibly friendly and attentive","+","U",1
185,"Baked stuffed shrimp was pretty good","+","U",1
185,"Food overall is meh","+","U",1
185,"Good news is that they were pretty good as well - very fresh and tasty","+","U",9
185,"I ordered clam chowder and a crab cake sandwich","+","U",10
185,"Seafood pie was gelatinous and the shrimps inside tasted unfresh","+","U",8
185,"Staff was great - very friendly and made you feel welcome","+","U",6
185,"Staff was still pleasant and attentive","+","U",1
185,"The chowder was creamy and delicious and had large pieces of clams","+","U",1
185,"The lobster and some oysters which were decent but not great","+","U",1
185,"The service was attentive, helpful, and full of","+","U",7
185,"Trio of mini cakes which included lobster cake, crab cake","+","U",1
185,"You'll appreciate the historical significance","+","U",5
186,"Cuts of fish are fresh","+","U",1
186,"Ikura sushi was very fresh","+","U",10
186,"Louisiana maki or the spider maki and i promise you'll be hooked","+","U",1
186,"Place is huge so there","+","U",1
186,"Rice with pineapple appetizers made my life content","+","U",8
186,"Sashimi was wonderful and delicious","+","U",9
186,"Seafood salad was also great","+","U",1
186,"Service is slow","+","U",6
186,"The decor on the inside is very neat ... there are different rooms","+","U",5
186,"The service was great, our waitress constantly","+","U",1
186,"This place was very professional","+","U",7
187,"Clam chowder was different","+","U",1
187,"Decor was airy","+","U",6
187,"Filet was ordered by my wife and i had the sirloin.....skip the sirloin get the filet...the filet was perfectly cooked and had a great smokey","+","U",10
187,"I ordered the macaroni and cheese and while pretty expensive","+","U",9
187,"It was amazing","+","U",8
187,"Lobster soup was tasty","+","U",1
187,"The bartenders are always nice and cordial, the jazz band is a great touch","+","U",1
187,"The food was excellent","+","U",1
187,"The service was excellent in that they were not snobby, did not talk down to us, helpful in making","+","U",1
187,"The service was great, not snobby, or patronizing, our waiter was from albania, nice guy, was very helpful","+","U",7
187,"Wait service was not great and the hostess when we arrived seemed","+","U",5
188,"All of the staff is great","+","U",9
188,"This place is fun","+","U",8
188,"This place is gorgeous","+","U",10
188,"This place is great","+","U",1
189,"Crab cakes which were fine","+","U",9
189,"Cream cheese frosting was yum, but the cake itself, a little disappointing","+","U",1
189,"Eggs benedict was really good as was the coffee","+","U",1
189,"Red velvet was so dry","+","U",1
189,"Service was very quick","+","U",6
189,"Staff was extremely helpful, friendly, and generous","+","U",7
189,"The fries were delectable ...crispy and perfectly salted","+","U",8
189,"This is just another overpriced coffeeshop in a newly gentrified area","+","U",5
189,"This place is busy","+","U",1
189,"Unisex bathroom was very cool","+","U",1
189,"Velvet was ok","+","U",10
19,"Dining area is cozy, somewhat romantic and dimly lit","+","U",5
19,"Dishes looked pretty delicious","+","U",1
19,"Fish was fresh","+","U",9
19,"French dip that was good enough","+","U",10
19,"Fries are just perfect","+","U",1
19,"Macadamia shrimp roll was fabulous","+","U",1
19,"Olives were very tasty","+","U",1
19,"Our server was really pleasant and very friendly","+","U",6
19,"The decor is tasteful","+","U",1
19,"The meal was good","+","U",8
19,"The service was incredibly inappropriate","+","U",1
19,"This is my favorite place","+","U",7
190,"Chicken fingers were banging","+","U",1
190,"Chicken was juicy","+","U",9
190,"Food is junk food","+","U",1
190,"Food's decent","+","U",10
190,"Kahlua brownie sundae is sinfully good","+","U",8
190,"Rest of my food and drinks were good","+","U",1
190,"Servers and bartenders are super cool","+","U",7
190,"She was rude, has no clue customers pay for lifestyle and the place smelled like 100 drunk irishmen threw","+","U",5
190,"The room is very comfortable, the music was at just the right","+","U",6
191,"Everyone is so friendly and engaging","+","U",10
191,"He was fun","+","U",9
191,"Place is just cool- the decor is young and hip","+","U",1
191,"She is fabulous, friendly, and always makes","+","U",1
191,"She was really nice, funny","+","U",1
191,"The banter between stylists was amusing and jovial, not","+","U",1
191,"The interior is so cute and glam","+","U",8
191,"This place is funky, so go big or go to hair","+","U",1
192,"Coffee at diesel is delicious","+","U",1
192,"Decor is fine","+","U",1
192,"Drinks are usually pretty consistent","+","U",1
192,"Food counter offers a satisfying array of fresh","+","U",8
192,"Green tea frappe is very good","+","U",1
192,"I've enjoyed diesel's coffee","+","U",9
192,"Space is fun","+","U",1
192,"Thai iced tea was also very yummy","+","U",10
192,"The atmosphere is ultra hip and trendy","+","U",7
192,"This is a real good place","+","U",5
192,"This is my favorite coffee place in the whole","+","U",1
192,"You notice the bright red booths and the smooth pool tables","+","U",6
193,"Beer selection is obviously awesome","+","U",8
193,"Beer selection is pretty","+","U",10
193,"Food looked pretty","+","U",1
193,"Food prices are good","+","U",1
193,"Play varies widely because the bartenders just choose the next song from an ipod","+","U",5
193,"She looked at me like i","+","U",1
193,"The music is loud, the bar is crowded, and the space betwwen bars","+","U",7
193,"The music is loud, the beers are cold and diverse","+","U",1
193,"They put real cheese on my friend's fries for free","+","U",1
193,"They were delicious, juicy, tasted like beef","+","U",9
193,"Waitress was wearing a bike","+","U",6
194,"Burger was good","+","U",1
194,"Food is consistently good","+","U",1
194,"Hash was amazing","+","U",1
194,"I'll go there for food, especially if it's breakfasty food","+","U",1
194,"Matzo balls are grainy","+","U",9
194,"Omelettes always come","+","U",10
194,"Our waitress was attentive and friendly and gave us prompt service","+","U",6
194,"Roles that burger was served on were even","+","U",8
194,"Service is surly and slow","+","U",5
194,"The experience was great and ill","+","U",7
194,"The food is good &amp;","+","U",1
195,"Dishes are generous","+","U",1
195,"Flavors were interesting","+","U",9
195,"Food is simple","+","U",8
195,"Moist tasty chicken stuffed","+","U",1
195,"Our waiter was friendly, helpful, and attentive","+","U",1
195,"Salmon was perfectly cooked, slightly crispy on the outside and delicious","+","U",10
195,"Sauce was nicely","+","U",1
195,"Service was sort of slow and the waiter almost forgot","+","U",5
195,"Staff were pleasant but they","+","U",7
195,"This place is my favorite mexican restaurant in all","+","U",6
195,"This place serves mexican food","+","U",1
196,"Crepe is around $ 3 or $ 4.","+","U",7
196,"Crepes are absolutely delicious","+","U",1
196,"I tasted my friend's tuscan crepe and it too was really tasty","+","U",1
196,"I've ordered both sweet and savory menu items, and all are delicious","+","U",9
196,"It's just nutella and chocolate frozen yogurt but it tastes so good","+","U",10
196,"Tarragon flavor made it interesting","+","U",1
196,"The counter were very nice and helpful, and they even gave me personal suggestions for","+","U",1
196,"The food was cheap, filling, and it tasted good","+","U",8
196,"The service is slow","+","U",6
196,"This place suffers from a serious lack of space","+","U",5
197,"Beer selection is excellent","+","U",8
197,"Food is delicious","+","U",10
197,"Food is rather decent","+","U",9
197,"Fries were overcooked which","+","U",1
197,"It's simple decor and openness, dim lights and loud music","+","U",1
197,"Itself is dark, comfortable &amp; pretty cheap","+","U",6
197,"Music is that cataclysmically loud","+","U",7
197,"The mac and cheese and it was pretty tasty","+","U",1
197,"The service is consistently quick and pretty friendly","+","U",1
197,"They are funny wonderful","+","U",5
197,"They were quite delicious","+","U",1
197,"Vegetarian meatball sub","+","U",1
198,"Ambience was very relaxed with soft lights, and soft music","+","U",5
198,"Calamari was nice and crispy","+","U",1
198,"Cocktails are also very tasty","+","U",8
198,"Dishes were excellent and highly","+","U",9
198,"Friend ordered the braised ribs and while they were decent, they were nothing special","+","U",1
198,"It was really moist and flavorful","+","U",1
198,"Marinade was quite tasty","+","U",1
198,"Our waitress was adorable and attentive","+","U",6
198,"Raspberry lime ricky was delicious","+","U",10
198,"The service was fast and friendly","+","U",7
198,"Wait staff was very slow","+","U",1
199,"Beer list was strong","+","U",9
199,"Drinks are really","+","U",1
199,"Eggs were cooked perfectly","+","U",8
199,"Food was just thrown on the plate","+","U",1
199,"Fries that came with it were delectable","+","U",10
199,"General consensus on all of them was that they were a little dry and bland","+","U",1
199,"Our waiter was helpful, adorable, and superhuman","+","U",6
199,"Staff are friendly and talkative","+","U",1
199,"The bar's attitude is academic but still too cool","+","U",5
199,"The place is attractive","+","U",1
199,"The place was empty yet the service was still painfully slow","+","U",7
2,"Cheese was n't melted and the tomato and apple that were promised inside were a little mia","+","U",10
2,"Corn chowder is sweet","+","U",1
2,"Food is simply outstanding","+","U",8
2,"Fun retro music","+","U",1
2,"Love this place","+","U",1
2,"Our waitress was simply rude","+","U",6
2,"Service continued to be slow buy hey","+","U",1
2,"Stuffed pork chop was amazing","+","U",9
2,"The album covers","+","U",1
2,"The decor is little offbeat with the mini-christmas tree","+","U",5
2,"The decor was very kitsch","+","U",1
2,"Walls are covered with fun crap and wierd kitchy art","+","U",7
20,"Bottom layer was flaky and crunchy","+","U",1
20,"Cannoli's are pretty good but","+","U",9
20,"Filling was not heavy","+","U",8
20,"Red velvet was moist","+","U",1
20,"Ricotta cannoli with choco chips was so delicious","+","U",1
20,"Shell is on the flakey side","+","U",1
20,"Shells are the lightest","+","U",10
20,"The cream was freshly filled","+","U",1
20,"The staff is pretty huffy, at times rude","+","U",5
20,"The staff was friendly","+","U",1
20,"This place is awesome","+","U",7
20,"We got our pastries pretty","+","U",6
200,"Atmosphere is very warm and pleasant","+","U",1
